Country,Year,literacy_rate_adult_total_percent_of_people_ages_15_and_above
China,1997,
China,1998,
China,1999,
China,2000,90.9
China,2001,
China,2002,
China,2003,
China,2004,
China,2005,
China,2006,
China,2007,
China,2008,
China,2009,
China,2010,95.1
China,2011,
Colombia,1975,
Colombia,1976,
Colombia,1977,
Colombia,1978,
Colombia,1979,
Colombia,1980,
Colombia,1981,
Colombia,1982,
Colombia,1983,
Colombia,1984,
Colombia,1985,
Colombia,1986,
Colombia,1987,
Colombia,1988,
Colombia,1989,
Colombia,1990,
Colombia,1991,
Colombia,1992,
Colombia,1993,81.4
Colombia,1994,
Colombia,1995,
Colombia,1996,91.2
Colombia,1997,
Colombia,1998,
Colombia,1999,
Colombia,2000,
Colombia,2001,
Colombia,2002,
Colombia,2003,
Colombia,2004,92.8
Colombia,2005,92.8
Colombia,2006,92.3
Colombia,2007,92.7
Colombia,2008,93.4
Colombia,2009,93.2
Colombia,2010,93.4
Colombia,2011,93.6
Comoros,1975,
Comoros,1976,
Comoros,1977,
Comoros,1978,
Comoros,1979,
Comoros,1980,47.9
Comoros,1981,
Comoros,1982,
Comoros,1983,
Comoros,1984,
Comoros,1985,
Comoros,1986,
Comoros,1987,
Comoros,1988,
Comoros,1989,
Comoros,1990,
Comoros,1991,
Comoros,1992,
Comoros,1993,
Comoros,1994,
Comoros,1995,
Comoros,1996,
Comoros,1997,
Comoros,1998,
Comoros,1999,
Comoros,2000,68.5
Comoros,2001,
Comoros,2002,
Comoros,2003,
Comoros,2004,
Comoros,2005,
Comoros,2006,
Comoros,2007,
Comoros,2008,
Comoros,2009,
Comoros,2010,
Comoros,2011,75.5
"Congo, Dem. Rep.",1975,
"Congo, Dem. Rep.",1976,
"Congo, Dem. Rep.",1977,
"Congo, Dem. Rep.",1978,
"Congo, Dem. Rep.",1979,
"Congo, Dem. Rep.",1980,
"Congo, Dem. Rep.",1981,
"Congo, Dem. Rep.",1982,
"Congo, Dem. Rep.",1983,
"Congo, Dem. Rep.",1984,
"Congo, Dem. Rep.",1985,
"Congo, Dem. Rep.",1986,
"Congo, Dem. Rep.",1987,
"Congo, Dem. Rep.",1988,
"Congo, Dem. Rep.",1989,
"Congo, Dem. Rep.",1990,
"Congo, Dem. Rep.",1991,
"Congo, Dem. Rep.",1992,
"Congo, Dem. Rep.",1993,
"Congo, Dem. Rep.",1994,
"Congo, Dem. Rep.",1995,
"Congo, Dem. Rep.",1996,
"Congo, Dem. Rep.",1997,
"Congo, Dem. Rep.",1998,
"Congo, Dem. Rep.",1999,
"Congo, Dem. Rep.",2000,
"Congo, Dem. Rep.",2001,67.2
"Congo, Dem. Rep.",2002,
"Congo, Dem. Rep.",2003,
"Congo, Dem. Rep.",2004,
"Congo, Dem. Rep.",2005,
"Congo, Dem. Rep.",2006,
"Congo, Dem. Rep.",2007,61.2
"Congo, Dem. Rep.",2008,
"Congo, Dem. Rep.",2009,
"Congo, Dem. Rep.",2010,
"Congo, Dem. Rep.",2011,
Costa Rica,1975,
Costa Rica,1976,
Costa Rica,1977,
Costa Rica,1978,
Costa Rica,1979,
Costa Rica,1980,
Costa Rica,1981,
Costa Rica,1982,
Costa Rica,1983,
Costa Rica,1984,92.6
Costa Rica,1985,
Costa Rica,1986,
Costa Rica,1987,
Costa Rica,1988,
Costa Rica,1989,
Costa Rica,1990,
Costa Rica,1991,
Costa Rica,1992,
Costa Rica,1993,
Costa Rica,1994,
Costa Rica,1995,
Costa Rica,1996,
Costa Rica,1997,
Costa Rica,1998,
Costa Rica,1999,
Costa Rica,2000,94.9
Costa Rica,2001,
Costa Rica,2002,
Costa Rica,2003,
Costa Rica,2004,
Costa Rica,2005,
Costa Rica,2006,
Costa Rica,2007,
Costa Rica,2008,
Costa Rica,2009,
Costa Rica,2010,
Costa Rica,2011,96.3
Cote d'Ivoire,1975,
Cote d'Ivoire,1976,
Cote d'Ivoire,1977,
Cote d'Ivoire,1978,
Cote d'Ivoire,1979,
Cote d'Ivoire,1980,
Cote d'Ivoire,1981,
Cote d'Ivoire,1982,
Cote d'Ivoire,1983,
Cote d'Ivoire,1984,
Cote d'Ivoire,1985,
Cote d'Ivoire,1986,
Cote d'Ivoire,1987,
Cote d'Ivoire,1988,34.1
Cote d'Ivoire,1989,
Cote d'Ivoire,1990,
Cote d'Ivoire,1991,
Cote d'Ivoire,1992,
Cote d'Ivoire,1993,
Cote d'Ivoire,1994,
Cote d'Ivoire,1995,
Cote d'Ivoire,1996,
Cote d'Ivoire,1997,
Cote d'Ivoire,1998,36.4
Cote d'Ivoire,1999,
Cote d'Ivoire,2000,48.7
Cote d'Ivoire,2001,
Cote d'Ivoire,2002,
Cote d'Ivoire,2003,
Cote d'Ivoire,2004,
Cote d'Ivoire,2005,
Cote d'Ivoire,2006,
Cote d'Ivoire,2007,
Cote d'Ivoire,2008,
Cote d'Ivoire,2009,
Cote d'Ivoire,2010,
Cote d'Ivoire,2011,56.9
Croatia,1975,
Croatia,1976,
Croatia,1977,
Croatia,1978,
Croatia,1979,
Croatia,1980,
Croatia,1981,
Croatia,1982,
Croatia,1983,
Croatia,1984,
Croatia,1985,
Croatia,1986,
Croatia,1987,
Croatia,1988,
Croatia,1989,
Croatia,1990,
Croatia,1991,96.7
Croatia,1992,
Croatia,1993,
Croatia,1994,
Croatia,1995,
Croatia,1996,
Croatia,1997,
Croatia,1998,
Croatia,1999,
Croatia,2000,
Croatia,2001,98.2
Croatia,2002,
Croatia,2003,
Croatia,2004,
Croatia,2005,
Croatia,2006,
Croatia,2007,
Croatia,2008,
Croatia,2009,
Croatia,2010,
Croatia,2011,98.9
Cuba,1975,
Cuba,1976,
Cuba,1977,
Cuba,1978,
Cuba,1979,
Cuba,1980,
Cuba,1981,97.8
Cuba,1982,
Cuba,1983,
Cuba,1984,
Cuba,1985,
Cuba,1986,
Cuba,1987,
Cuba,1988,
Cuba,1989,
Cuba,1990,
Cuba,1991,
Cuba,1992,
Cuba,1993,
Cuba,1994,
Cuba,1995,
Cuba,1996,
Cuba,1997,
Cuba,1998,
Cuba,1999,
Cuba,2000,
Cuba,2001,
Cuba,2002,99.8
Cuba,2003,
Cuba,2004,
Cuba,2005,
Cuba,2006,
Cuba,2007,
Cuba,2008,
Cuba,2009,
Cuba,2010,
Cuba,2011,99.8
Cyprus,1975,
Cyprus,1976,
Cyprus,1977,
Cyprus,1978,
Cyprus,1979,
Cyprus,1980,
Cyprus,1981,
Cyprus,1982,
Cyprus,1983,
Cyprus,1984,
Cyprus,1985,
Cyprus,1986,
Cyprus,1987,
Cyprus,1988,
Cyprus,1989,
Cyprus,1990,
Cyprus,1991,
Cyprus,1992,94.4
Cyprus,1993,
Cyprus,1994,
Cyprus,1995,
Cyprus,1996,
Cyprus,1997,
Cyprus,1998,
Cyprus,1999,
Cyprus,2000,
Cyprus,2001,96.8
Cyprus,2002,
Cyprus,2003,
Cyprus,2004,
Cyprus,2005,
Cyprus,2006,
Cyprus,2007,
Cyprus,2008,
Cyprus,2009,
Cyprus,2010,
Cyprus,2011,98.7
Dominican Republic,1975,
Dominican Republic,1976,
Dominican Republic,1977,
Dominican Republic,1978,
Dominican Republic,1979,
Dominican Republic,1980,
Dominican Republic,1981,73.1
Dominican Republic,1982,
Dominican Republic,1983,
Dominican Republic,1984,
Dominican Republic,1985,
Dominican Republic,1986,
Dominican Republic,1987,
Dominican Republic,1988,
Dominican Republic,1989,
Dominican Republic,1990,
Dominican Republic,1991,
Dominican Republic,1992,
Dominican Republic,1993,
Dominican Republic,1994,
Dominican Republic,1995,
Dominican Republic,1996,
Dominican Republic,1997,
Dominican Republic,1998,
Dominican Republic,1999,
Dominican Republic,2000,
Dominican Republic,2001,
Dominican Republic,2002,87.0
Dominican Republic,2003,
Dominican Republic,2004,
Dominican Republic,2005,
Dominican Republic,2006,
Dominican Republic,2007,88.2
Dominican Republic,2008,
Dominican Republic,2009,
Dominican Republic,2010,89.5
Dominican Republic,2011,90.1
Ecuador,1975,
Ecuador,1976,
Ecuador,1977,
Ecuador,1978,
Ecuador,1979,
Ecuador,1980,
Ecuador,1981,
Ecuador,1982,83.5
Ecuador,1983,
Ecuador,1984,
Ecuador,1985,
Ecuador,1986,
Ecuador,1987,
Ecuador,1988,
Ecuador,1989,
Ecuador,1990,88.3
Ecuador,1991,
Ecuador,1992,
Ecuador,1993,
Ecuador,1994,
Ecuador,1995,
Ecuador,1996,
Ecuador,1997,
Ecuador,1998,
Ecuador,1999,
Ecuador,2000,
Ecuador,2001,91.0
Ecuador,2002,
Ecuador,2003,
Ecuador,2004,
Ecuador,2005,
Ecuador,2006,
Ecuador,2007,84.2
Ecuador,2008,
Ecuador,2009,84.2
Ecuador,2010,91.8
Ecuador,2011,91.6
Egypt,1975,
Egypt,1976,38.2
Egypt,1977,
Egypt,1978,
Egypt,1979,
Egypt,1980,
Egypt,1981,
Egypt,1982,
Egypt,1983,
Egypt,1984,
Egypt,1985,
Egypt,1986,44.4
Egypt,1987,
Egypt,1988,
Egypt,1989,
Egypt,1990,
Egypt,1991,
Egypt,1992,
Egypt,1993,
Egypt,1994,
Egypt,1995,
Egypt,1996,55.6
Egypt,1997,
Egypt,1998,
Egypt,1999,
Egypt,2000,
Egypt,2001,
Egypt,2002,
Egypt,2003,
Egypt,2004,
Egypt,2005,71.4
Egypt,2006,66.4
Egypt,2007,
Egypt,2008,
Egypt,2009,
Egypt,2010,72.0
Egypt,2011,73.0
El Salvador,1975,
El Salvador,1976,
El Salvador,1977,
El Salvador,1978,
El Salvador,1979,
El Salvador,1980,
El Salvador,1981,
El Salvador,1982,
El Salvador,1983,
El Salvador,1984,
El Salvador,1985,
El Salvador,1986,
El Salvador,1987,
El Salvador,1988,
El Salvador,1989,
El Salvador,1990,
El Salvador,1991,
El Salvador,1992,74.1
El Salvador,1993,
El Salvador,1994,
El Salvador,1995,
El Salvador,1996,
El Salvador,1997,
El Salvador,1998,
El Salvador,1999,
El Salvador,2000,
El Salvador,2001,
El Salvador,2002,
El Salvador,2003,
El Salvador,2004,79.8
El Salvador,2005,
El Salvador,2006,83.6
El Salvador,2007,82.0
El Salvador,2008,84.0
El Salvador,2009,84.1
El Salvador,2010,84.5
El Salvador,2011,
Equatorial Guinea,1975,
Equatorial Guinea,1976,
Equatorial Guinea,1977,
Equatorial Guinea,1978,
Equatorial Guinea,1979,
Equatorial Guinea,1980,
Equatorial Guinea,1981,
Equatorial Guinea,1982,
Equatorial Guinea,1983,
Equatorial Guinea,1984,
Equatorial Guinea,1985,
Equatorial Guinea,1986,
Equatorial Guinea,1987,
Equatorial Guinea,1988,
Equatorial Guinea,1989,
Equatorial Guinea,1990,
Equatorial Guinea,1991,
Equatorial Guinea,1992,
Equatorial Guinea,1993,
Equatorial Guinea,1994,
Equatorial Guinea,1995,
Equatorial Guinea,1996,
Equatorial Guinea,1997,
Equatorial Guinea,1998,
Equatorial Guinea,1999,
Equatorial Guinea,2000,88.3
Equatorial Guinea,2001,
Equatorial Guinea,2002,
Equatorial Guinea,2003,
Equatorial Guinea,2004,
Equatorial Guinea,2005,
Equatorial Guinea,2006,
Equatorial Guinea,2007,
Equatorial Guinea,2008,
Equatorial Guinea,2009,
Equatorial Guinea,2010,
Equatorial Guinea,2011,94.2
Eritrea,1975,
Eritrea,1976,
Eritrea,1977,
Eritrea,1978,
Eritrea,1979,
Eritrea,1980,
Eritrea,1981,
Eritrea,1982,
Eritrea,1983,
Eritrea,1984,
Eritrea,1985,
Eritrea,1986,
Eritrea,1987,
Eritrea,1988,
Eritrea,1989,
Eritrea,1990,
Eritrea,1991,
Eritrea,1992,
Eritrea,1993,
Eritrea,1994,
Eritrea,1995,
Eritrea,1996,
Eritrea,1997,
Eritrea,1998,
Eritrea,1999,
Eritrea,2000,
Eritrea,2001,
Eritrea,2002,52.5
Eritrea,2003,
Eritrea,2004,
Eritrea,2005,
Eritrea,2006,
Eritrea,2007,
Eritrea,2008,
Eritrea,2009,
Eritrea,2010,
Eritrea,2011,68.9
Estonia,1975,
Estonia,1976,
Estonia,1977,
Estonia,1978,
Estonia,1979,
Estonia,1980,
Estonia,1981,
Estonia,1982,
Estonia,1983,
Estonia,1984,
Estonia,1985,
Estonia,1986,
Estonia,1987,
Estonia,1988,
Estonia,1989,99.7
Estonia,1990,
Estonia,1991,
Estonia,1992,
Estonia,1993,
Estonia,1994,
Estonia,1995,
Estonia,1996,
Estonia,1997,
Estonia,1998,
Estonia,1999,
Estonia,2000,99.8
Estonia,2001,
Estonia,2002,
Estonia,2003,
Estonia,2004,
Estonia,2005,
Estonia,2006,
Estonia,2007,
Estonia,2008,
Estonia,2009,
Estonia,2010,
Estonia,2011,99.8
Ethiopia,1975,
Ethiopia,1976,
Ethiopia,1977,
Ethiopia,1978,
Ethiopia,1979,
Ethiopia,1980,
Ethiopia,1981,
Ethiopia,1982,
Ethiopia,1983,
Ethiopia,1984,
Ethiopia,1985,
Ethiopia,1986,
Ethiopia,1987,
Ethiopia,1988,
Ethiopia,1989,
Ethiopia,1990,
Ethiopia,1991,
Ethiopia,1992,
Ethiopia,1993,
Ethiopia,1994,27.0
Ethiopia,1995,
Ethiopia,1996,
Ethiopia,1997,
Ethiopia,1998,
Ethiopia,1999,
Ethiopia,2000,
Ethiopia,2001,
Ethiopia,2002,
Ethiopia,2003,
Ethiopia,2004,35.9
Ethiopia,2005,29.8
Ethiopia,2006,
Ethiopia,2007,39.0
Ethiopia,2008,
Ethiopia,2009,
Ethiopia,2010,
Ethiopia,2011,
Gabon,1975,
Gabon,1976,
Gabon,1977,
Gabon,1978,
Gabon,1979,
Gabon,1980,
Gabon,1981,
Gabon,1982,
Gabon,1983,
Gabon,1984,
Gabon,1985,
Gabon,1986,
Gabon,1987,
Gabon,1988,
Gabon,1989,
Gabon,1990,
Gabon,1991,
Gabon,1992,
Gabon,1993,72.2
Gabon,1994,
Gabon,1995,
Gabon,1996,
Gabon,1997,
Gabon,1998,
Gabon,1999,
Gabon,2000,
Gabon,2001,
Gabon,2002,
Gabon,2003,
Gabon,2004,83.8
Gabon,2005,
Gabon,2006,
Gabon,2007,
Gabon,2008,
Gabon,2009,
Gabon,2010,
Gabon,2011,89.0
Gambia,1975,
Gambia,1976,
Gambia,1977,
Gambia,1978,
Gambia,1979,
Gambia,1980,
Gambia,1981,
Gambia,1982,
Gambia,1983,
Gambia,1984,
Gambia,1985,
Gambia,1986,
Gambia,1987,
Gambia,1988,
Gambia,1989,
Gambia,1990,
Gambia,1991,
Gambia,1992,
Gambia,1993,
Gambia,1994,
Gambia,1995,
Gambia,1996,
Gambia,1997,
Gambia,1998,
Gambia,1999,
Gambia,2000,36.8
Gambia,2001,
Gambia,2002,
Gambia,2003,
Gambia,2004,
Gambia,2005,
Gambia,2006,
Gambia,2007,
Gambia,2008,
Gambia,2009,
Gambia,2010,
Gambia,2011,51.1
Georgia,1975,
Georgia,1976,
Georgia,1977,
Georgia,1978,
Georgia,1979,
Georgia,1980,
Georgia,1981,
Georgia,1982,
Georgia,1983,
Georgia,1984,
Georgia,1985,
Georgia,1986,
Georgia,1987,
Georgia,1988,
Georgia,1989,
Georgia,1990,
Georgia,1991,
Georgia,1992,
Georgia,1993,
Georgia,1994,
Georgia,1995,
Georgia,1996,
Georgia,1997,
Georgia,1998,
Georgia,1999,
Georgia,2000,
Georgia,2001,
Georgia,2002,99.7
Georgia,2003,
Georgia,2004,
Georgia,2005,
Georgia,2006,
Georgia,2007,
Georgia,2008,
Georgia,2009,
Georgia,2010,
Georgia,2011,99.7
Ghana,1975,
Ghana,1976,
Ghana,1977,
Ghana,1978,
Ghana,1979,
Ghana,1980,
Ghana,1981,
Ghana,1982,
Ghana,1983,
Ghana,1984,
Ghana,1985,
Ghana,1986,
Ghana,1987,
Ghana,1988,
Ghana,1989,
Ghana,1990,
Ghana,1991,
Ghana,1992,
Ghana,1993,
Ghana,1994,
Ghana,1995,
Ghana,1996,
Ghana,1997,
Ghana,1998,
Ghana,1999,
Ghana,2000,57.9
Ghana,2001,
Ghana,2002,
Ghana,2003,
Ghana,2004,
Ghana,2005,
Ghana,2006,
Ghana,2007,
Ghana,2008,
Ghana,2009,
Ghana,2010,71.5
Ghana,2011,
Greece,1975,
Greece,1976,
Greece,1977,
Greece,1978,
Greece,1979,
Greece,1980,
Greece,1981,90.5
Greece,1982,
Greece,1983,
Greece,1984,
Greece,1985,
Greece,1986,
Greece,1987,
Greece,1988,
Greece,1989,
Greece,1990,
Greece,1991,92.6
Greece,1992,
Greece,1993,
Greece,1994,
Greece,1995,
Greece,1996,
Greece,1997,
Greece,1998,
Greece,1999,
Greece,2000,
Greece,2001,96.0
Greece,2002,
Greece,2003,
Greece,2004,
Greece,2005,
Greece,2006,
Greece,2007,
Greece,2008,
Greece,2009,
Greece,2010,
Greece,2011,97.3
Guatemala,1975,
Guatemala,1976,
Guatemala,1977,
Guatemala,1978,
Guatemala,1979,
Guatemala,1980,
Guatemala,1981,
Guatemala,1982,
Guatemala,1983,
Guatemala,1984,
Guatemala,1985,
Guatemala,1986,
Guatemala,1987,
Guatemala,1988,
Guatemala,1989,
Guatemala,1990,
Guatemala,1991,
Guatemala,1992,
Guatemala,1993,
Guatemala,1994,64.2
Guatemala,1995,
Guatemala,1996,
Guatemala,1997,
Guatemala,1998,
Guatemala,1999,
Guatemala,2000,
Guatemala,2001,
Guatemala,2002,69.1
Guatemala,2003,
Guatemala,2004,
Guatemala,2005,
Guatemala,2006,
Guatemala,2007,
Guatemala,2008,
Guatemala,2009,
Guatemala,2010,
Guatemala,2011,75.9
Guinea,1975,
Guinea,1976,
Guinea,1977,
Guinea,1978,
Guinea,1979,
Guinea,1980,
Guinea,1981,
Guinea,1982,
Guinea,1983,
Guinea,1984,
Guinea,1985,
Guinea,1986,
Guinea,1987,
Guinea,1988,
Guinea,1989,
Guinea,1990,
Guinea,1991,
Guinea,1992,
Guinea,1993,
Guinea,1994,
Guinea,1995,
Guinea,1996,20.6
Guinea,1997,
Guinea,1998,
Guinea,1999,
Guinea,2000,
Guinea,2001,
Guinea,2002,
Guinea,2003,29.7
Guinea,2004,
Guinea,2005,
Guinea,2006,
Guinea,2007,
Guinea,2008,
Guinea,2009,
Guinea,2010,25.3
Guinea,2011,
Guinea-Bissau,1975,
Guinea-Bissau,1976,
Guinea-Bissau,1977,
Guinea-Bissau,1978,
Guinea-Bissau,1979,20.0
Guinea-Bissau,1980,
Guinea-Bissau,1981,
Guinea-Bissau,1982,
Guinea-Bissau,1983,
Guinea-Bissau,1984,
Guinea-Bissau,1985,
Guinea-Bissau,1986,
Guinea-Bissau,1987,
Guinea-Bissau,1988,
Guinea-Bissau,1989,
Guinea-Bissau,1990,
Guinea-Bissau,1991,
Guinea-Bissau,1992,
Guinea-Bissau,1993,
Guinea-Bissau,1994,
Guinea-Bissau,1995,
Guinea-Bissau,1996,
Guinea-Bissau,1997,
Guinea-Bissau,1998,
Guinea-Bissau,1999,
Guinea-Bissau,2000,41.4
Guinea-Bissau,2001,
Guinea-Bissau,2002,
Guinea-Bissau,2003,
Guinea-Bissau,2004,
Guinea-Bissau,2005,
Guinea-Bissau,2006,
Guinea-Bissau,2007,
Guinea-Bissau,2008,
Guinea-Bissau,2009,
Guinea-Bissau,2010,
Guinea-Bissau,2011,55.3
Guyana,1975,
Guyana,1976,
Guyana,1977,
Guyana,1978,
Guyana,1979,
Guyana,1980,
Guyana,1981,
Guyana,1982,
Guyana,1983,
Guyana,1984,
Guyana,1985,
Guyana,1986,
Guyana,1987,
Guyana,1988,
Guyana,1989,
Guyana,1990,
Guyana,1991,
Guyana,1992,
Guyana,1993,
Guyana,1994,
Guyana,1995,
Guyana,1996,
Guyana,1997,
Guyana,1998,
Guyana,1999,
Guyana,2000,
Guyana,2001,
Guyana,2002,
Guyana,2003,
Guyana,2004,
Guyana,2005,
Guyana,2006,
Guyana,2007,
Guyana,2008,
Guyana,2009,85.0
Guyana,2010,
Guyana,2011,
Haiti,1975,
Haiti,1976,
Haiti,1977,
Haiti,1978,
Haiti,1979,
Haiti,1980,
Haiti,1981,
Haiti,1982,34.7
Haiti,1983,
Haiti,1984,
Haiti,1985,
Haiti,1986,
Haiti,1987,
Haiti,1988,
Haiti,1989,
Haiti,1990,
Haiti,1991,
Haiti,1992,
Haiti,1993,
Haiti,1994,
Haiti,1995,
Haiti,1996,
Haiti,1997,
Haiti,1998,
Haiti,1999,
Haiti,2000,
Haiti,2001,
Haiti,2002,
Haiti,2003,58.7
Haiti,2004,
Haiti,2005,
Haiti,2006,48.7
Haiti,2007,
Haiti,2008,
Haiti,2009,
Haiti,2010,
Haiti,2011,
Honduras,1975,
Honduras,1976,
Honduras,1977,
Honduras,1978,
Honduras,1979,
Honduras,1980,
Honduras,1981,
Honduras,1982,
Honduras,1983,
Honduras,1984,
Honduras,1985,
Honduras,1986,
Honduras,1987,
Honduras,1988,
Honduras,1989,
Honduras,1990,
Honduras,1991,
Honduras,1992,
Honduras,1993,
Honduras,1994,
Honduras,1995,
Honduras,1996,
Honduras,1997,
Honduras,1998,
Honduras,1999,
Honduras,2000,
Honduras,2001,80.0
Honduras,2002,
Honduras,2003,
Honduras,2004,
Honduras,2005,
Honduras,2006,
Honduras,2007,83.6
Honduras,2008,
Honduras,2009,
Honduras,2010,84.8
Honduras,2011,85.1
Hungary,1975,
Hungary,1976,
Hungary,1977,
Hungary,1978,
Hungary,1979,
Hungary,1980,98.9
Hungary,1981,
Hungary,1982,
Hungary,1983,
Hungary,1984,
Hungary,1985,
Hungary,1986,
Hungary,1987,
Hungary,1988,
Hungary,1989,
Hungary,1990,
Hungary,1991,
Hungary,1992,
Hungary,1993,
Hungary,1994,99.0
Hungary,1995,
Hungary,1996,
Hungary,1997,
Hungary,1998,
Hungary,1999,
Hungary,2000,
Hungary,2001,
Hungary,2002,
Hungary,2003,
Hungary,2004,99.0
Hungary,2005,
Hungary,2006,
Hungary,2007,
Hungary,2008,
Hungary,2009,
Hungary,2010,
Hungary,2011,99.0
India,1975,
India,1976,
India,1977,
India,1978,
India,1979,
India,1980,
India,1981,40.8
India,1982,
India,1983,
India,1984,
India,1985,
India,1986,
India,1987,
India,1988,
India,1989,
India,1990,
India,1991,48.2
India,1992,
India,1993,
India,1994,
India,1995,
India,1996,
India,1997,
India,1998,
India,1999,
India,2000,
India,2001,61.0
India,2002,
India,2003,
India,2004,
India,2005,
India,2006,62.8
India,2007,
India,2008,
India,2009,
India,2010,
India,2011,62.8
Indonesia,1975,
Indonesia,1976,
Indonesia,1977,
Indonesia,1978,
Indonesia,1979,
Indonesia,1980,67.3
Indonesia,1981,
Indonesia,1982,
Indonesia,1983,
Indonesia,1984,
Indonesia,1985,
Indonesia,1986,
Indonesia,1987,
Indonesia,1988,
Indonesia,1989,
Indonesia,1990,81.5
